gname,ra,dec,glong,glat,plx,e_plx,vlsr,e_vlsr,Rgal,Rgal_kde,Rgal_err_neg,Rgal_err_pos,Rtan,Rtan_kde,Rtan_err_neg,Rtan_err_pos,near,near_kde,near_err_neg,near_err_pos,far,far_kde,far_err_neg,far_err_pos,distance,distance_kde,distance_err_neg,distance_err_pos,tangent,tangent_kde,tangent_err_neg,tangent_err_pos,vlsr_tangent,vlsr_tangent_kde,vlsr_tangent_err_neg,vlsr_tangent_err_pos
G359.13+00.03,265.85671208333326,-29.654875277777784,359.1373497015032,0.03164965568619413,0.165,0.031,-1.0,10.0,1.0071140219347527,<pyqt_fit.kde.KDE1D object at 0x7f8fb26c06a0>,0.8459828842786401,5.466350944569676,0.1335629525202553,<pyqt_fit.kde.KDE1D object at 0x7f8fab3e4430>,0.010474216773076167,0.021900635070977448,7.562894894894889,<pyqt_fit.kde.KDE1D object at 0x7f8fab3f2c10>,1.6502132132132115,0.6991051051051045,10.442885885885877,<pyqt_fit.kde.KDE1D object at 0x7f8fb82fc2b0>,2.2238858858858848,4.578588588588584,7.912111111111105,<pyqt_fit.kde.KDE1D object at 0x7f8fb82eaa30>,2.869333333333331,2.211777777777775,8.238431431431424,<pyqt_fit.kde.KDE1D object at 0x7f8fb831bd60>,0.04817217217217262,0.056806806806806165,-25.07891426222954,<scipy.stats.kde.gaussian_kde object at 0x7f8fb82c6940>,7.716403965273308,3.4295128734548044
G359.93-00.14,266.5079929166666,-29.066298333333336,359.9358046522043,-0.14465979579567287,0.181,0.029,-10.0,10.0,0.009366524639811406,<pyqt_fit.kde.KDE1D object at 0x7f8fb26c0eb0>,0.0,1.3756985714203944,0.016428907198961756,<pyqt_fit.kde.KDE1D object at 0x7f8fab3e4670>,0.007301675658937268,0.05047680129439243,8.154104104104096,<pyqt_fit.kde.KDE1D object at 0x7f8fab419640>,8.144104104104096,0.15789589589589603,8.48715815815815,<pyqt_fit.kde.KDE1D object at 0x7f8fb82fc4f0>,0.3501581581581572,1.9477547547547545,8.235485485485478,<pyqt_fit.kde.KDE1D object at 0x7f8fb82eabe0>,0.5703803803803797,0.54036036036036,8.215515515515508,<pyqt_fit.kde.KDE1D object at 0x7f8fb831bee0>,0.05317317317317283,0.05026526526526531,-8.18086095621922,<scipy.stats.kde.gaussian_kde object at 0x7f8fb82c6c40>,3.6829600516730334,2.8133722616946812
G000.37+00.03,266.58917166666663,-28.59439472222222,0.37587051594994725,0.03998288982206162,0.125,0.047,37.0,10.0,0.05854106816922224,<pyqt_fit.kde.KDE1D object at 0x7f8fae2a62e0>,0.005198456685114712,0.04678611016603241,0.06443203067676273,<pyqt_fit.kde.KDE1D object at 0x7f8fab3e48b0>,0.010890207709690555,0.03602145627051494,8.034543543543537,<pyqt_fit.kde.KDE1D object at 0x7f8fab42aa90>,0.7861311311311301,0.15145645645645622,8.188435435435428,<pyqt_fit.kde.KDE1D object at 0x7f8fb82fc790>,0.051226226226226856,0.05007507507507469,8.123270270270263,<pyqt_fit.kde.KDE1D object at 0x7f8fb82ead60>,0.10048648648648495,0.08502702702702791,8.133195195195189,<pyqt_fit.kde.KDE1D object at 0x7f8fb832d370>,0.06289089089089117,0.043435435435434044,13.371574840095874,<scipy.stats.kde.gaussian_kde object at 0x7f8fb82c6ee0>,2.3923122125051517,5.803133584789727
G000.67-00.03,266.8333333333333,-28.37777777777778,0.6723936512495867,-0.031085589754245226,0.129,0.012,62.0,5.0,,,,,0.10691864739239192,<pyqt_fit.kde.KDE1D object at 0x7f8fab3e4af0>,0.011315662184081102,0.02974402631244176,,,,,,,,,8.132391391391383,<pyqt_fit.kde.KDE1D object at 0x7f8fb82f53a0>,0.07144244244244113,0.04075575575575563,8.132391391391383,<pyqt_fit.kde.KDE1D object at 0x7f8fb832d8e0>,0.07144244244244113,0.04075575575575563,22.988744844678457,<scipy.stats.kde.gaussian_kde object at 0x7f8fb82bea90>,6.349343703424957,3.585898775509431
G001.00-00.23,267.23035208333334,-28.196733333333334,1.0080088997502155,-0.23691464594107528,0.09,0.057,2.0,5.0,1.1605751858136055,<pyqt_fit.kde.KDE1D object at 0x7f8fae2a6460>,1.0163918312070608,2.292287959743584,0.1543760555719513,<pyqt_fit.kde.KDE1D object at 0x7f8fab3e4c70>,0.011503005554027113,0.01934596388631829,1.6156696696696684,<pyqt_fit.kde.KDE1D object at 0x7f8fab42a310>,1.4576816816816804,1.1025105105105097,9.51633933933933,<pyqt_fit.kde.KDE1D object at 0x7f8fb82fc970>,1.3077477477477473,2.1795795795795776,9.626825825825817,<pyqt_fit.kde.KDE1D object at 0x7f8fb82f5af0>,9.616825825825817,2.486593593593593,8.123261261261254,<pyqt_fit.kde.KDE1D object at 0x7f8fb832dc70>,0.06553453453453528,0.040075075075074906,28.040980011962578,<scipy.stats.kde.gaussian_kde object at 0x7f8fb83236a0>,5.538950241511216,5.098351926845556
G001.14-00.12,267.2022541666667,-28.019819444444447,1.1468590971627388,-0.12451539666452208,0.194,0.161,-16.0,3.0,19.174324702281464,<pyqt_fit.kde.KDE1D object at 0x7f8fae2a65e0>,11.202348608524021,2.6649461789508706,0.17372575255543526,<pyqt_fit.kde.KDE1D object at 0x7f8fab3d4160>,0.01069604356935236,0.01901518856773754,,,,,27.365120120120096,<pyqt_fit.kde.KDE1D object at 0x7f8fb82fcaf0>,11.194247247247237,2.634879879879879,8.083724724724718,<pyqt_fit.kde.KDE1D object at 0x7f8fb82f5fd0>,0.3567247247247245,0.49049649649649574,8.113148148148142,<pyqt_fit.kde.KDE1D object at 0x7f8fb832deb0>,0.059703703703704036,0.04092592592592581,30.45515510135875,<scipy.stats.kde.gaussian_kde object at 0x7f8fb82d1220>,5.883297238049678,4.912856456515712
G002.70+00.04,267.9415691666667,-26.599186111111113,2.703329806207946,0.04008424737831133,0.101,0.105,93.0,5.0,,,,,0.39352264326921416,<pyqt_fit.kde.KDE1D object at 0x7f8fab3d4a00>,0.006507187719424157,0.009082949525029582,,,,,,,,,8.086156156156148,<pyqt_fit.kde.KDE1D object at 0x7f8fb827c190>,0.054514514514513834,0.040107107107107964,8.086156156156148,<pyqt_fit.kde.KDE1D object at 0x7f8fb8323f70>,0.054514514514513834,0.040107107107107964,51.33997631764892,<scipy.stats.kde.gaussian_kde object at 0x7f8fb82d1460>,6.127641073730558,4.177937095725383
G009.21-00.20,271.72017541666673,-21.074410555555556,9.214501562373684,-0.20178401986576255,0.303,0.096,43.0,5.0,3.034978170403375,<pyqt_fit.kde.KDE1D object at 0x7f8fae2a6760>,0.25581722778046023,0.39456555471223487,1.3137739845750427,<pyqt_fit.kde.KDE1D object at 0x7f8fab3d4dc0>,0.005496167442606614,0.006712876265778878,4.658588588588584,<pyqt_fit.kde.KDE1D object at 0x7f8fab435340>,0.496523523523523,0.3535455455455452,10.809837837837827,<pyqt_fit.kde.KDE1D object at 0x7f8fb82fc430>,0.2732172172172156,0.443977977977978,10.900192192192183,<pyqt_fit.kde.KDE1D object at 0x7f8fb827c3d0>,7.088153153153147,0.7400210210210219,7.955465465465458,<pyqt_fit.kde.KDE1D object at 0x7f8fb8334130>,0.040148148148148266,0.05235535535535618,93.78685685206332,<scipy.stats.kde.gaussian_kde object at 0x7f8fb83343d0>,4.615861940080691,5.282894012346688
G009.62+00.19,271.5610833333334,-20.52547222222222,9.621176471063592,0.19579350539472196,0.194,0.023,2.0,3.0,6.767176729669157,<pyqt_fit.kde.KDE1D object at 0x7f8fae2a68e0>,0.5112731344287385,0.6750403103004441,1.3710117161971906,<pyqt_fit.kde.KDE1D object at 0x7f8fab3e4eb0>,0.005444306014590783,0.006968711698676078,0.01,<pyqt_fit.kde.KDE1D object at 0x7f8fab435580>,0.0,0.5418378378378373,14.688170170170158,<pyqt_fit.kde.KDE1D object at 0x7f8fb8302b80>,0.5158818818818816,0.6946126126126124,0.01,<pyqt_fit.kde.KDE1D object at 0x7f8fb827c610>,0.0,16.16079279279278,7.964815815815809,<pyqt_fit.kde.KDE1D object at 0x7f8fb8334370>,0.05796296296296344,0.031018018018017735,96.39808149469707,<scipy.stats.kde.gaussian_kde object at 0x7f8fb82c6490>,4.922917257913397,4.748139130413506
G010.32-00.15,272.2560620833333,-20.085514999999997,10.322582065798148,-0.15976309095023986,0.343,0.035,10.0,5.0,6.080946918438337,<pyqt_fit.kde.KDE1D object at 0x7f8fab435790>,0.6850252596452426,0.49854616118626005,1.4698478001750346,<pyqt_fit.kde.KDE1D object at 0x7f8fab3da190>,0.006224801974482164,0.0064282268756088445,1.1472942942942932,<pyqt_fit.kde.KDE1D object at 0x7f8fab4357c0>,0.5246706706706701,0.5841161161161155,13.957955955955946,<pyqt_fit.kde.KDE1D object at 0x7f8fb8302f70>,0.7198148148148142,0.5019249249249249,0.36312012012011985,<pyqt_fit.kde.KDE1D object at 0x7f8fb827c850>,0.3401201201201199,14.560380380380368,7.931561561561555,<pyqt_fit.kde.KDE1D object at 0x7f8fb83344f0>,0.04488888888888898,0.04549549549549514,98.60125179752264,<scipy.stats.kde.gaussian_kde object at 0x7f8fb82c68e0>,4.785772614111011,4.717889314620081
